,area_code,value,qc_valid_start,qc_valid_end,date,year,month,day,hour,dayweek,timestamp
213,NSW_PT005,0.0,,,2017-01-10 21:00:00,2017,1,10,21,1,2017011021
214,NSW_PT005,0.0,,,2017-01-10 22:00:00,2017,1,10,22,1,2017011022
215,NSW_PT005,0.0,,,2017-01-10 23:00:00,2017,1,10,23,1,2017011023
216,NSW_PT005,0.0,,,2015-08-19 00:00:00,2015,8,19,0,2,2015081900
217,NSW_PT005,0.0,,,2015-08-19 01:00:00,2015,8,19,1,2,2015081901
218,NSW_PT005,0.0,,,2015-08-19 02:00:00,2015,8,19,2,2,2015081902
219,NSW_PT005,0.0,,,2015-08-19 03:00:00,2015,8,19,3,2,2015081903
220,NSW_PT005,0.0,,,2015-08-19 04:00:00,2015,8,19,4,2,2015081904
221,NSW_PT005,0.0,,,2015-08-19 05:00:00,2015,8,19,5,2,2015081905
222,NSW_PT005,0.0,,,2015-08-19 06:00:00,2015,8,19,6,2,2015081906
223,NSW_PT005,0.0,,,2015-08-19 07:00:00,2015,8,19,7,2,2015081907
224,NSW_PT005,0.0,,,2015-08-19 08:00:00,2015,8,19,8,2,2015081908
225,NSW_PT005,0.0,,,2015-08-19 09:00:00,2015,8,19,9,2,2015081909
226,NSW_PT005,0.0,,,2015-08-19 10:00:00,2015,8,19,10,2,2015081910
227,NSW_PT005,0.0,,,2015-08-19 11:00:00,2015,8,19,11,2,2015081911
228,NSW_PT005,0.0,,,2015-08-19 12:00:00,2015,8,19,12,2,2015081912
229,NSW_PT005,0.0,,,2015-08-19 13:00:00,2015,8,19,13,2,2015081913
230,NSW_PT005,0.0,,,2015-08-19 14:00:00,2015,8,19,14,2,2015081914
231,NSW_PT005,0.0,,,2015-08-19 15:00:00,2015,8,19,15,2,2015081915
232,NSW_PT005,0.0,,,2015-08-19 16:00:00,2015,8,19,16,2,2015081916
233,NSW_PT005,0.0,,,2015-08-19 17:00:00,2015,8,19,17,2,2015081917
234,NSW_PT005,0.0,,,2015-08-19 18:00:00,2015,8,19,18,2,2015081918
235,NSW_PT005,0.0,,,2015-08-19 19:00:00,2015,8,19,19,2,2015081919
236,NSW_PT005,0.0,,,2015-08-19 20:00:00,2015,8,19,20,2,2015081920
237,NSW_PT005,0.0,,,2015-08-19 21:00:00,2015,8,19,21,2,2015081921
238,NSW_PT005,0.0,,,2015-08-19 22:00:00,2015,8,19,22,2,2015081922
239,NSW_PT005,0.0,,,2015-08-19 23:00:00,2015,8,19,23,2,2015081923
240,NSW_PT005,0.0,,,2016-08-07 00:00:00,2016,8,7,0,6,2016080700
241,NSW_PT005,0.0,,,2016-08-07 01:00:00,2016,8,7,1,6,2016080701
242,NSW_PT005,0.0,,,2016-08-07 02:00:00,2016,8,7,2,6,2016080702
243,NSW_PT005,0.0,,,2016-08-07 03:00:00,2016,8,7,3,6,2016080703
244,NSW_PT005,0.0,,,2016-08-07 04:00:00,2016,8,7,4,6,2016080704
245,NSW_PT005,0.0,,,2016-08-07 05:00:00,2016,8,7,5,6,2016080705
246,NSW_PT005,0.0,,,2016-08-07 06:00:00,2016,8,7,6,6,2016080706
247,NSW_PT005,0.0,,,2016-08-07 07:00:00,2016,8,7,7,6,2016080707
248,NSW_PT005,0.0,,,2016-08-07 08:00:00,2016,8,7,8,6,2016080708
249,NSW_PT005,0.0,,,2016-08-07 09:00:00,2016,8,7,9,6,2016080709
250,NSW_PT005,0.0,,,2016-08-07 10:00:00,2016,8,7,10,6,2016080710
251,NSW_PT005,0.0,,,2016-08-07 11:00:00,2016,8,7,11,6,2016080711
252,NSW_PT005,0.0,,,2016-08-07 12:00:00,2016,8,7,12,6,2016080712
253,NSW_PT005,0.0,,,2016-08-07 13:00:00,2016,8,7,13,6,2016080713
254,NSW_PT005,0.0,,,2016-08-07 14:00:00,2016,8,7,14,6,2016080714
255,NSW_PT005,0.0,,,2016-08-07 15:00:00,2016,8,7,15,6,2016080715
256,NSW_PT005,0.0,,,2016-08-07 16:00:00,2016,8,7,16,6,2016080716
257,NSW_PT005,0.2,,,2016-08-07 17:00:00,2016,8,7,17,6,2016080717
258,NSW_PT005,1.0,,,2016-08-07 18:00:00,2016,8,7,18,6,2016080718
259,NSW_PT005,0.0,,,2016-08-07 19:00:00,2016,8,7,19,6,2016080719
260,NSW_PT005,0.0,,,2016-08-07 20:00:00,2016,8,7,20,6,2016080720
261,NSW_PT005,0.0,,,2016-08-07 21:00:00,2016,8,7,21,6,2016080721
262,NSW_PT005,0.0,,,2016-08-07 22:00:00,2016,8,7,22,6,2016080722
263,NSW_PT005,0.0,,,2016-08-07 23:00:00,2016,8,7,23,6,2016080723
264,NSW_PT005,0.0,,,2016-04-30 00:00:00,2016,4,30,0,5,2016043000
265,NSW_PT005,0.0,,,2016-04-30 01:00:00,2016,4,30,1,5,2016043001
266,NSW_PT005,0.0,,,2016-04-30 02:00:00,2016,4,30,2,5,2016043002
267,NSW_PT005,0.0,,,2016-04-30 03:00:00,2016,4,30,3,5,2016043003
268,NSW_PT005,0.0,,,2016-04-30 04:00:00,2016,4,30,4,5,2016043004
269,NSW_PT005,0.2,,,2016-04-30 05:00:00,2016,4,30,5,5,2016043005
270,NSW_PT005,0.2,,,2016-04-30 06:00:00,2016,4,30,6,5,2016043006
271,NSW_PT005,0.6,,,2016-04-30 07:00:00,2016,4,30,7,5,2016043007
272,NSW_PT005,0.0,,,2016-04-30 08:00:00,2016,4,30,8,5,2016043008
273,NSW_PT005,0.0,,,2016-04-30 09:00:00,2016,4,30,9,5,2016043009
274,NSW_PT005,0.0,,,2016-04-30 10:00:00,2016,4,30,10,5,2016043010
275,NSW_PT005,0.0,,,2016-04-30 11:00:00,2016,4,30,11,5,2016043011
276,NSW_PT005,0.2,,,2016-04-30 12:00:00,2016,4,30,12,5,2016043012
277,NSW_PT005,0.0,,,2016-04-30 13:00:00,2016,4,30,13,5,2016043013
278,NSW_PT005,0.0,,,2016-04-30 14:00:00,2016,4,30,14,5,2016043014
279,NSW_PT005,0.0,,,2016-04-30 15:00:00,2016,4,30,15,5,2016043015
280,NSW_PT005,0.0,,,2016-04-30 16:00:00,2016,4,30,16,5,2016043016
281,NSW_PT005,0.0,,,2016-04-30 17:00:00,2016,4,30,17,5,2016043017
282,NSW_PT005,0.0,,,2016-04-30 18:00:00,2016,4,30,18,5,2016043018
283,NSW_PT005,0.0,,,2016-04-30 19:00:00,2016,4,30,19,5,2016043019
284,NSW_PT005,0.0,,,2016-04-30 20:00:00,2016,4,30,20,5,2016043020
285,NSW_PT005,0.0,,,2016-04-30 21:00:00,2016,4,30,21,5,2016043021
286,NSW_PT005,0.0,,,2016-04-30 22:00:00,2016,4,30,22,5,2016043022
287,NSW_PT005,0.0,,,2016-04-30 23:00:00,2016,4,30,23,5,2016043023
288,NSW_PT005,0.0,,,2015-06-23 00:00:00,2015,6,23,0,1,2015062300
289,NSW_PT005,0.0,,,2015-06-23 01:00:00,2015,6,23,1,1,2015062301
290,NSW_PT005,0.0,,,2015-06-23 02:00:00,2015,6,23,2,1,2015062302
